Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-02-01 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-02 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-05 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-06 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-07 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-08 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-09 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-12 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-13 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-14 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-15 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-16 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-20 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-21 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-22 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-23 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-26 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-27 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-02-28 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-01 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-02 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-05 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-06 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-07 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-08 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-09 00:00:00-05:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-12 00:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-13 00:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-14 00:00:00-04:00,4000.0,4000.0,4000.0,4000.0,0,0.0,0.0
2007-03-15 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,1,0.0,0.0
2007-03-16 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-19 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-20 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-21 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-22 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-23 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-26 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-27 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-28 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-29 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-03-30 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-02 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-03 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-04 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-05 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-09 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-10 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-11 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-12 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-13 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-16 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-17 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-18 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-19 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-20 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-23 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-24 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-25 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-26 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,1,0.0,0.0
2007-04-27 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
2007-04-30 00:00:00-04:00,5000.0,5000.0,5000.0,5000.0,0,0.0,0.0
