Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-09-29 00:00:00-04:00,304.20001220703125,305.3999938964844,299.3999938964844,299.3999938964844,45,0.0,0.0
2003-09-30 00:00:00-04:00,284.3999938964844,296.3999938964844,280.79998779296875,295.79998779296875,92,0.0,0.0
2003-10-01 00:00:00-04:00,294.0,308.3999938964844,284.3999938964844,293.3999938964844,47,0.0,0.0
2003-10-02 00:00:00-04:00,280.79998779296875,297.0,280.79998779296875,297.0,18,0.0,0.0
2003-10-03 00:00:00-04:00,297.0,297.0,297.0,297.0,0,0.0,0.0
2003-10-06 00:00:00-04:00,300.0,300.0,300.0,300.0,17,0.0,0.0
2003-10-07 00:00:00-04:00,296.3999938964844,300.0,286.20001220703125,299.3999938964844,32,0.0,0.0
2003-10-08 00:00:00-04:00,280.79998779296875,299.3999938964844,280.79998779296875,299.3999938964844,27,0.0,0.0
2003-10-09 00:00:00-04:00,288.6000061035156,288.6000061035156,288.6000061035156,288.6000061035156,53,0.0,0.0
2003-10-10 00:00:00-04:00,297.0,297.0,285.6000061035156,292.79998779296875,57,0.0,0.0
2003-10-13 00:00:00-04:00,287.3999938964844,287.3999938964844,280.79998779296875,280.79998779296875,40,0.0,0.0
2003-10-14 00:00:00-04:00,280.79998779296875,282.0,250.8000030517578,279.6000061035156,182,0.0,0.0
2003-10-15 00:00:00-04:00,264.0,279.0,255.0,255.0,122,0.0,0.0
2003-10-16 00:00:00-04:00,255.0,255.0,255.0,255.0,0,0.0,0.0
2003-10-17 00:00:00-04:00,244.8000030517578,248.39999389648438,241.8000030517578,248.39999389648438,32,0.0,0.0
2003-10-20 00:00:00-04:00,249.0,249.60000610351562,249.0,249.60000610351562,7,0.0,0.0
2003-10-21 00:00:00-04:00,244.1999969482422,250.8000030517578,244.1999969482422,250.8000030517578,27,0.0,0.0
2003-10-22 00:00:00-04:00,255.0,261.0,255.0,261.0,17,0.0,0.0
2003-10-23 00:00:00-04:00,254.39999389648438,254.39999389648438,246.0,246.0,50,0.0,0.0
2003-10-24 00:00:00-04:00,252.0,252.0,252.0,252.0,2,0.0,0.0
2003-10-27 00:00:00-05:00,253.1999969482422,260.3999938964844,253.1999969482422,256.20001220703125,205,0.0,0.0
2003-10-28 00:00:00-05:00,252.0,270.6000061035156,252.0,270.0,198,0.0,0.0
2003-10-29 00:00:00-05:00,270.0,271.79998779296875,256.79998779296875,256.79998779296875,52,0.0,0.0
2003-10-30 00:00:00-05:00,269.3999938964844,270.0,248.39999389648438,270.0,42,0.0,0.0
2003-10-31 00:00:00-05:00,256.20001220703125,269.3999938964844,256.20001220703125,268.79998779296875,27,0.0,0.0
2003-11-03 00:00:00-05:00,272.3999938964844,272.3999938964844,272.3999938964844,272.3999938964844,7,0.0,0.0
2003-11-04 00:00:00-05:00,272.3999938964844,272.3999938964844,262.79998779296875,262.79998779296875,32,0.0,0.0
2003-11-05 00:00:00-05:00,274.20001220703125,274.79998779296875,274.20001220703125,274.79998779296875,8,0.0,0.0
2003-11-06 00:00:00-05:00,261.0,261.0,261.0,261.0,3,0.0,0.0
2003-11-07 00:00:00-05:00,261.0,261.0,261.0,261.0,0,0.0,0.0
