Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-12-18 00:00:00-05:00,7500.0,9588.0,7500.0,9000.0,276,0.0,0.0
2003-12-19 00:00:00-05:00,9420.0,11880.0,9000.0,9120.0,150,0.0,0.0
2003-12-22 00:00:00-05:00,10140.0,11400.0,9300.0,10200.0,67,0.0,0.0
2003-12-23 00:00:00-05:00,10920.0,15420.0,10200.0,14400.0,178,0.0,0.0
2003-12-24 00:00:00-05:00,14580.0,15588.0,12096.0,12396.0,80,0.0,0.0
2003-12-26 00:00:00-05:00,13524.0,13680.0,12780.0,12912.0,29,0.0,0.0
2003-12-29 00:00:00-05:00,13632.0,14052.0,12924.0,13200.0,35,0.0,0.0
2003-12-30 00:00:00-05:00,14016.0,14016.0,12120.0,13212.0,42,0.0,0.0
2003-12-31 00:00:00-05:00,13224.0,14592.0,12780.0,14124.0,29,0.0,0.0
2004-01-02 00:00:00-05:00,14100.0,14760.0,13080.0,14760.0,26,0.0,0.0
2004-01-05 00:00:00-05:00,15420.0,15492.0,13800.0,14148.0,26,0.0,0.0
2004-01-06 00:00:00-05:00,15516.0,15588.0,14100.0,14724.0,22,0.0,0.0
2004-01-07 00:00:00-05:00,14964.0,15096.0,14700.0,15000.0,22,0.0,0.0
2004-01-08 00:00:00-05:00,15540.0,15600.0,15000.0,15300.0,21,0.0,0.0
2004-01-09 00:00:00-05:00,15720.0,15720.0,14556.0,14592.0,23,0.0,0.0
2004-01-12 00:00:00-05:00,14460.0,15660.0,13320.0,14400.0,38,0.0,0.0
2004-01-13 00:00:00-05:00,14400.0,14400.0,13680.0,14088.0,19,0.0,0.0
2004-01-14 00:00:00-05:00,13800.0,14520.0,13800.0,14100.0,14,0.0,0.0
2004-01-15 00:00:00-05:00,13500.0,14040.0,13500.0,14028.0,15,0.0,0.0
2004-01-16 00:00:00-05:00,14028.0,14520.0,13440.0,14520.0,9,0.0,0.0
2004-01-20 00:00:00-05:00,14448.0,15000.0,13920.0,14460.0,18,0.0,0.0
2004-01-21 00:00:00-05:00,15240.0,15240.0,13800.0,14580.0,10,0.0,0.0
2004-01-22 00:00:00-05:00,14700.0,14700.0,14184.0,14220.0,6,0.0,0.0
2004-01-23 00:00:00-05:00,14400.0,14688.0,13800.0,14064.0,14,0.0,0.0
2004-01-26 00:00:00-05:00,13800.0,14640.0,13680.0,14112.0,52,0.0,0.0
2004-01-27 00:00:00-05:00,13656.0,14376.0,13656.0,14196.0,21,0.0,0.0
2004-01-28 00:00:00-05:00,14220.0,14220.0,13680.0,13680.0,11,0.0,0.0
2004-01-29 00:00:00-05:00,13980.0,13980.0,12252.0,12888.0,11,0.0,0.0
2004-01-30 00:00:00-05:00,13980.0,13980.0,12000.0,13668.0,18,0.0,0.0
2004-02-02 00:00:00-05:00,13668.0,13680.0,13248.0,13680.0,18,0.0,0.0
2004-02-03 00:00:00-05:00,13800.0,14040.0,13032.0,13284.0,12,0.0,0.0
2004-02-04 00:00:00-05:00,14100.0,14100.0,12600.0,13800.0,8,0.0,0.0
2004-02-05 00:00:00-05:00,13200.0,13800.0,12300.0,13668.0,11,0.0,0.0
2004-02-06 00:00:00-05:00,13800.0,14100.0,13800.0,13920.0,9,0.0,0.0
2004-02-09 00:00:00-05:00,14400.0,14820.0,12960.0,13692.0,21,0.0,0.0
2004-02-10 00:00:00-05:00,12960.0,13848.0,12960.0,13848.0,8,0.0,0.0
2004-02-11 00:00:00-05:00,13860.0,15720.0,13212.0,15324.0,54,0.0,0.0
2004-02-12 00:00:00-05:00,13980.0,15720.0,13980.0,15024.0,20,0.0,0.0
2004-02-13 00:00:00-05:00,15420.0,15420.0,12792.0,13908.0,19,0.0,0.0
2004-02-17 00:00:00-05:00,14076.0,14160.0,13104.0,13104.0,12,0.0,0.0
2004-02-18 00:00:00-05:00,13332.0,13500.0,13224.0,13368.0,7,0.0,0.0
2004-02-19 00:00:00-05:00,13608.0,13608.0,12720.0,12888.0,4,0.0,0.0
2004-02-20 00:00:00-05:00,12888.0,13080.0,12240.0,12480.0,6,0.0,0.0
2004-02-23 00:00:00-05:00,12996.0,12996.0,11040.0,11040.0,32,0.0,0.0
2004-02-24 00:00:00-05:00,11052.0,11688.0,9156.0,9828.0,88,0.0,0.0
2004-02-25 00:00:00-05:00,9300.0,13500.0,9300.0,11976.0,68,0.0,0.0
2004-02-26 00:00:00-05:00,12060.0,13560.0,12060.0,12708.0,43,0.0,0.0
2004-02-27 00:00:00-05:00,12240.0,13800.0,12240.0,13212.0,21,0.0,0.0
2004-03-01 00:00:00-05:00,13200.0,13608.0,12600.0,13608.0,15,0.0,0.0
2004-03-02 00:00:00-05:00,13116.0,13836.0,12900.0,13680.0,7,0.0,0.0
2004-03-03 00:00:00-05:00,13320.0,13320.0,12624.0,12708.0,16,0.0,0.0
2004-03-04 00:00:00-05:00,12636.0,12636.0,11628.0,11928.0,11,0.0,0.0
2004-03-05 00:00:00-05:00,12180.0,12552.0,12048.0,12180.0,18,0.0,0.0
2004-03-08 00:00:00-05:00,12060.0,12060.0,11280.0,11280.0,13,0.0,0.0
2004-03-09 00:00:00-05:00,10800.0,12996.0,10800.0,12000.0,12,0.0,0.0
2004-03-10 00:00:00-05:00,11676.0,12408.0,11592.0,12408.0,6,0.0,0.0
2004-03-11 00:00:00-05:00,12804.0,12804.0,11652.0,12168.0,14,0.0,0.0
2004-03-12 00:00:00-05:00,12360.0,12360.0,11112.0,11136.0,15,0.0,0.0
2004-03-15 00:00:00-05:00,10968.0,12000.0,10968.0,11760.0,9,0.0,0.0
2004-03-16 00:00:00-05:00,12000.0,12216.0,11436.0,12096.0,9,0.0,0.0
2004-03-17 00:00:00-05:00,12000.0,12000.0,11400.0,11724.0,9,0.0,0.0
2004-03-18 00:00:00-05:00,11988.0,11988.0,11160.0,11640.0,4,0.0,0.0
2004-03-19 00:00:00-05:00,12000.0,12000.0,11820.0,11940.0,5,0.0,0.0
2004-03-22 00:00:00-05:00,11940.0,12000.0,11436.0,12000.0,2,0.0,0.0
2004-03-23 00:00:00-05:00,12216.0,12900.0,12216.0,12696.0,21,0.0,0.0
2004-03-24 00:00:00-05:00,12900.0,13428.0,12720.0,13032.0,20,0.0,0.0
2004-03-25 00:00:00-05:00,13032.0,14340.0,13032.0,14340.0,22,0.0,0.0
2004-03-26 00:00:00-05:00,14400.0,14400.0,13524.0,13728.0,9,0.0,0.0
2004-03-29 00:00:00-05:00,14820.0,14820.0,13692.0,13920.0,12,0.0,0.0
2004-03-30 00:00:00-05:00,13560.0,14352.0,12744.0,14160.0,4,0.0,0.0
2004-03-31 00:00:00-05:00,14328.0,14400.0,13920.0,14400.0,28,0.0,0.0
2004-04-01 00:00:00-05:00,14388.0,14400.0,14136.0,14400.0,5,0.0,0.0
2004-04-02 00:00:00-05:00,14400.0,14400.0,12600.0,14088.0,45,0.0,0.0
2004-04-05 00:00:00-04:00,13680.0,13800.0,13548.0,13560.0,8,0.0,0.0
2004-04-06 00:00:00-04:00,13512.0,13680.0,12876.0,13560.0,11,0.0,0.0
2004-04-07 00:00:00-04:00,13272.0,13596.0,13200.0,13392.0,1,0.0,0.0
2004-04-08 00:00:00-04:00,14136.0,14160.0,12372.0,12960.0,15,0.0,0.0
2004-04-12 00:00:00-04:00,12972.0,13572.0,12648.0,12816.0,10,0.0,0.0
2004-04-13 00:00:00-04:00,12732.0,13788.0,12480.0,13272.0,16,0.0,0.0
2004-04-14 00:00:00-04:00,13224.0,13488.0,12744.0,13080.0,16,0.0,0.0
2004-04-15 00:00:00-04:00,12612.0,13092.0,12480.0,13068.0,4,0.0,0.0
2004-04-16 00:00:00-04:00,13188.0,13320.0,12660.0,13320.0,7,0.0,0.0
2004-04-19 00:00:00-04:00,12744.0,13344.0,12600.0,13308.0,8,0.0,0.0
2004-04-20 00:00:00-04:00,13200.0,13368.0,12912.0,13188.0,7,0.0,0.0
2004-04-21 00:00:00-04:00,13020.0,13140.0,12900.0,13128.0,7,0.0,0.0
2004-04-22 00:00:00-04:00,12000.0,13104.0,12000.0,12900.0,2,0.0,0.0
2004-04-23 00:00:00-04:00,12900.0,13356.0,12900.0,13164.0,2,0.0,0.0
2004-04-26 00:00:00-04:00,13080.0,13236.0,13044.0,13044.0,5,0.0,0.0
2004-04-27 00:00:00-04:00,13320.0,13320.0,13104.0,13104.0,7,0.0,0.0
2004-04-28 00:00:00-04:00,12864.0,13152.0,11940.0,13044.0,5,0.0,0.0
2004-04-29 00:00:00-04:00,12948.0,13020.0,11940.0,13020.0,9,0.0,0.0
2004-04-30 00:00:00-04:00,12000.0,12240.0,11880.0,12168.0,14,0.0,0.0
2004-05-03 00:00:00-04:00,12372.0,13188.0,11640.0,13188.0,11,0.0,0.0
2004-05-04 00:00:00-04:00,12876.0,13368.0,12852.0,13188.0,9,0.0,0.0
2004-05-05 00:00:00-04:00,11352.0,13068.0,10800.0,13068.0,7,0.0,0.0
2004-05-06 00:00:00-04:00,12132.0,13200.0,11880.0,13020.0,4,0.0,0.0
