Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-08-19 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,30,0.0,0.0
1999-08-20 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-23 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-24 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-25 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-26 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-27 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-30 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-08-31 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-01 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-02 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-03 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-07 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-08 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-09 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-10 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-13 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-14 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-15 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-16 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-17 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-20 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-21 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-22 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-23 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-24 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-27 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-28 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-29 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-09-30 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-10-01 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
1999-10-04 00:00:00-04:00,42.69849395751953,42.69849395751953,42.69849395751953,42.69849395751953,0,0.0,0.0
