Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-16 00:00:00-04:00,44.869998931884766,46.68000030517578,36.45000076293945,38.150001525878906,8413400,0.0,0.0
2023-06-20 00:00:00-04:00,38.0,39.47999954223633,37.564998626708984,38.43000030517578,1602700,0.0,0.0
2023-06-21 00:00:00-04:00,38.43000030517578,39.20000076293945,37.900001525878906,38.34000015258789,738600,0.0,0.0
2023-06-22 00:00:00-04:00,38.0,40.13999938964844,37.59000015258789,39.15999984741211,2365600,0.0,0.0
2023-06-23 00:00:00-04:00,39.0,40.810001373291016,38.70000076293945,40.150001525878906,1117200,0.0,0.0
2023-06-26 00:00:00-04:00,40.650001525878906,43.22999954223633,40.25,42.59000015258789,1645000,0.0,0.0
2023-06-27 00:00:00-04:00,42.869998931884766,46.13999938964844,42.61199951171875,45.54999923706055,1801000,0.0,0.0
2023-06-28 00:00:00-04:00,45.54999923706055,45.54999923706055,41.22999954223633,42.209999084472656,1984600,0.0,0.0
2023-06-29 00:00:00-04:00,42.689998626708984,44.20000076293945,42.62900161743164,43.529998779296875,947500,0.0,0.0
2023-06-30 00:00:00-04:00,43.70000076293945,44.5,40.290000915527344,40.95000076293945,1945500,0.0,0.0
2023-07-03 00:00:00-04:00,41.0,41.064998626708984,38.45000076293945,39.47999954223633,1574700,0.0,0.0
2023-07-05 00:00:00-04:00,38.970001220703125,39.43000030517578,37.06999969482422,38.040000915527344,1650300,0.0,0.0
2023-07-06 00:00:00-04:00,37.43000030517578,40.400001525878906,37.2599983215332,39.20000076293945,1304700,0.0,0.0
2023-07-07 00:00:00-04:00,39.52000045776367,41.599998474121094,38.75,39.619998931884766,915600,0.0,0.0
2023-07-10 00:00:00-04:00,40.5099983215332,44.099998474121094,40.5099983215332,44.0,2520200,0.0,0.0
2023-07-11 00:00:00-04:00,45.79999923706055,47.0,43.369998931884766,45.45000076293945,3043900,0.0,0.0
2023-07-12 00:00:00-04:00,47.439998626708984,52.25,46.21500015258789,52.0099983215332,4386000,0.0,0.0
2023-07-13 00:00:00-04:00,54.220001220703125,54.86000061035156,46.81999969482422,47.68000030517578,5134300,0.0,0.0
2023-07-14 00:00:00-04:00,47.20000076293945,49.2400016784668,45.85499954223633,47.66999816894531,2041700,0.0,0.0
2023-07-17 00:00:00-04:00,47.66999816894531,49.709999084472656,46.540000915527344,47.619998931884766,1262000,0.0,0.0
2023-07-18 00:00:00-04:00,47.619998931884766,51.4900016784668,47.25,51.02000045776367,1908200,0.0,0.0
2023-07-19 00:00:00-04:00,51.84000015258789,51.939998626708984,47.88999938964844,48.52000045776367,1813900,0.0,0.0
2023-07-20 00:00:00-04:00,48.220001220703125,50.43000030517578,48.220001220703125,49.560001373291016,1191300,0.0,0.0
2023-07-21 00:00:00-04:00,49.75,49.75,47.650001525878906,48.779998779296875,864200,0.0,0.0
2023-07-24 00:00:00-04:00,49.33000183105469,53.32600021362305,49.099998474121094,53.279998779296875,2097100,0.0,0.0
2023-07-25 00:00:00-04:00,53.22999954223633,53.45000076293945,51.060001373291016,51.849998474121094,1687200,0.0,0.0
2023-07-26 00:00:00-04:00,51.79999923706055,52.5,50.25,51.630001068115234,898300,0.0,0.0
2023-07-27 00:00:00-04:00,51.689998626708984,53.249000549316406,49.599998474121094,49.880001068115234,1323700,0.0,0.0
2023-07-28 00:00:00-04:00,50.525001525878906,53.099998474121094,50.25,52.90999984741211,843600,0.0,0.0
2023-07-31 00:00:00-04:00,53.66999816894531,57.290000915527344,53.11000061035156,57.11000061035156,2364200,0.0,0.0
2023-08-01 00:00:00-04:00,56.38999938964844,57.7400016784668,54.5,56.9900016784668,952800,0.0,0.0
2023-08-02 00:00:00-04:00,56.0,58.099998474121094,54.150001525878906,55.31999969482422,1471900,0.0,0.0
2023-08-03 00:00:00-04:00,55.380001068115234,57.15999984741211,54.77000045776367,55.68000030517578,712200,0.0,0.0
2023-08-04 00:00:00-04:00,56.54999923706055,56.810001373291016,52.81999969482422,53.439998626708984,925000,0.0,0.0
2023-08-07 00:00:00-04:00,53.68000030517578,54.220001220703125,52.060001373291016,52.959999084472656,621100,0.0,0.0
2023-08-08 00:00:00-04:00,52.20000076293945,52.20000076293945,49.71500015258789,50.5099983215332,1081800,0.0,0.0
2023-08-09 00:00:00-04:00,50.5099983215332,50.84000015258789,47.5099983215332,48.060001373291016,964300,0.0,0.0
2023-08-10 00:00:00-04:00,48.20000076293945,50.720001220703125,47.869998931884766,48.09000015258789,872200,0.0,0.0
