Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-03-22 00:00:00-04:00,798.0,837.9000244140625,682.9199829101562,682.9199829101562,261714,0.0,0.0
2013-03-25 00:00:00-04:00,699.2999877929688,699.2999877929688,636.2999877929688,666.5399780273438,29624,0.0,0.0
2013-03-26 00:00:00-04:00,678.2999877929688,729.9600219726562,672.4199829101562,715.6799926757812,8312,0.0,0.0
2013-03-27 00:00:00-04:00,714.0,714.0,692.5800170898438,695.0999755859375,4831,0.0,0.0
2013-03-28 00:00:00-04:00,695.52001953125,701.8200073242188,678.2999877929688,690.0599975585938,2645,0.0,0.0
2013-04-01 00:00:00-04:00,679.97998046875,690.0599975585938,666.9600219726562,671.5800170898438,2952,0.0,0.0
2013-04-02 00:00:00-04:00,671.5800170898438,675.3599853515625,655.2000122070312,655.6199951171875,3881,0.0,0.0
2013-04-03 00:00:00-04:00,655.2000122070312,659.8200073242188,616.5599975585938,621.5999755859375,15257,0.0,0.0
2013-04-04 00:00:00-04:00,620.3400268554688,645.5399780273438,615.2999877929688,644.7000122070312,4307,0.0,0.0
2013-04-05 00:00:00-04:00,616.1400146484375,639.239990234375,616.1400146484375,635.0399780273438,2552,0.0,0.0
2013-04-08 00:00:00-04:00,631.6799926757812,664.8599853515625,631.6799926757812,661.5,2967,0.0,0.0
2013-04-09 00:00:00-04:00,653.0999755859375,667.7999877929688,653.0999755859375,659.4000244140625,2226,0.0,0.0
2013-04-10 00:00:00-04:00,653.0999755859375,663.5999755859375,645.5399780273438,653.0999755859375,3048,0.0,0.0
2013-04-11 00:00:00-04:00,651.0,652.6799926757812,627.47998046875,648.47998046875,4088,0.0,0.0
2013-04-12 00:00:00-04:00,645.1199951171875,651.0,619.0800170898438,625.7999877929688,14057,0.0,0.0
2013-04-15 00:00:00-04:00,617.4000244140625,631.6799926757812,617.4000244140625,618.6599731445312,4798,0.0,0.0
2013-04-16 00:00:00-04:00,635.4600219726562,639.6599731445312,623.7000122070312,627.9000244140625,14964,0.0,0.0
2013-04-17 00:00:00-04:00,628.3200073242188,651.0,616.1400146484375,625.3800048828125,16524,0.0,0.0
2013-04-18 00:00:00-04:00,629.5800170898438,637.1400146484375,613.6199951171875,614.0399780273438,3921,0.0,0.0
2013-04-19 00:00:00-04:00,625.7999877929688,634.2000122070312,611.0999755859375,626.219970703125,4840,0.0,0.0
2013-04-22 00:00:00-04:00,625.3800048828125,632.52001953125,613.6199951171875,613.6199951171875,3055,0.0,0.0
2013-04-23 00:00:00-04:00,613.6199951171875,628.3200073242188,613.6199951171875,628.3200073242188,3414,0.0,0.0
2013-04-24 00:00:00-04:00,629.5800170898438,630.8400268554688,615.719970703125,618.6599731445312,2517,0.0,0.0
2013-04-25 00:00:00-04:00,617.8200073242188,625.7999877929688,609.0,609.8400268554688,2750,0.0,0.0
2013-04-26 00:00:00-04:00,615.2999877929688,615.2999877929688,590.0999755859375,593.8800048828125,3983,0.0,0.0
2013-04-29 00:00:00-04:00,601.02001953125,606.9000244140625,594.719970703125,601.02001953125,2514,0.0,0.0
2013-04-30 00:00:00-04:00,603.9600219726562,619.5,592.6199951171875,617.4000244140625,2067,0.0,0.0
2013-05-01 00:00:00-04:00,617.4000244140625,622.4400024414062,599.3400268554688,599.760009765625,1945,0.0,0.0
2013-05-02 00:00:00-04:00,606.0599975585938,633.3599853515625,595.97998046875,623.280029296875,5924,0.0,0.0
2013-05-03 00:00:00-04:00,635.0399780273438,635.0399780273438,578.760009765625,590.0999755859375,9329,0.0,0.0
2013-05-06 00:00:00-04:00,591.780029296875,606.9000244140625,569.0999755859375,590.0999755859375,7193,0.0,0.0
2013-05-07 00:00:00-04:00,593.0399780273438,603.5399780273438,592.2000122070312,595.5599975585938,1079,0.0,0.0
2013-05-08 00:00:00-04:00,597.239990234375,599.3400268554688,585.9000244140625,599.3400268554688,1788,0.0,0.0
2013-05-09 00:00:00-04:00,609.4199829101562,609.4199829101562,472.5,480.4800109863281,37012,0.0,0.0
2013-05-10 00:00:00-04:00,480.4800109863281,480.4800109863281,405.29998779296875,419.5799865722656,32583,0.0,0.0
2013-05-13 00:00:00-04:00,420.0,424.6199951171875,382.6199951171875,395.2200012207031,24562,0.0,0.0
2013-05-14 00:00:00-04:00,391.44000244140625,401.1000061035156,367.5,393.5400085449219,20245,0.0,0.0
2013-05-15 00:00:00-04:00,419.5799865722656,474.17999267578125,419.1600036621094,446.0400085449219,53967,0.0,0.0
2013-05-16 00:00:00-04:00,455.70001220703125,482.5799865722656,449.3999938964844,475.44000244140625,15390,0.0,0.0
2013-05-17 00:00:00-04:00,483.0,510.7200012207031,475.44000244140625,504.0,11281,0.0,0.0
2013-05-20 00:00:00-04:00,506.5199890136719,510.7200012207031,498.5400085449219,503.5799865722656,6321,0.0,0.0
2013-05-21 00:00:00-04:00,503.5799865722656,525.4199829101562,471.239990234375,521.219970703125,10700,0.0,0.0
2013-05-22 00:00:00-04:00,518.280029296875,522.0599975585938,510.7200012207031,515.760009765625,3338,0.0,0.0
2013-05-23 00:00:00-04:00,505.67999267578125,515.760009765625,491.3999938964844,514.5,8557,0.0,0.0
2013-05-24 00:00:00-04:00,509.8800048828125,513.6599731445312,505.67999267578125,510.7200012207031,2767,0.0,0.0
2013-05-28 00:00:00-04:00,515.3400268554688,517.02001953125,509.0400085449219,511.55999755859375,2564,0.0,0.0
2013-05-29 00:00:00-04:00,510.29998779296875,511.9800109863281,501.8999938964844,510.29998779296875,1719,0.0,0.0
2013-05-30 00:00:00-04:00,509.8800048828125,510.29998779296875,503.1600036621094,503.5799865722656,2288,0.0,0.0
2013-05-31 00:00:00-04:00,504.0,508.20001220703125,497.70001220703125,503.5799865722656,2133,0.0,0.0
2013-06-03 00:00:00-04:00,502.739990234375,504.4200134277344,483.0,486.3599853515625,15907,0.0,0.0
2013-06-04 00:00:00-04:00,493.5,495.6000061035156,488.0400085449219,491.3999938964844,3055,0.0,0.0
2013-06-05 00:00:00-04:00,488.8800048828125,493.5,462.4200134277344,467.4599914550781,1667,0.0,0.0
2013-06-06 00:00:00-04:00,468.29998779296875,473.3399963378906,446.0400085449219,455.70001220703125,2014,0.0,0.0
2013-06-07 00:00:00-04:00,430.5,459.8999938964844,430.5,445.20001220703125,5555,0.0,0.0
2013-06-10 00:00:00-04:00,446.8800048828125,458.6400146484375,442.67999267578125,456.5400085449219,2981,0.0,0.0
2013-06-11 00:00:00-04:00,451.5,472.5,450.6600036621094,464.5199890136719,1943,0.0,0.0
2013-06-12 00:00:00-04:00,466.20001220703125,466.20001220703125,447.29998779296875,449.3999938964844,1050,0.0,0.0
2013-06-13 00:00:00-04:00,448.1400146484375,449.3999938964844,435.5400085449219,441.4200134277344,1002,0.0,0.0
2013-06-14 00:00:00-04:00,441.0,446.8800048828125,440.5799865722656,442.67999267578125,988,0.0,0.0
2013-06-17 00:00:00-04:00,447.7200012207031,447.7200012207031,435.9599914550781,437.6400146484375,3131,0.0,0.0
2013-06-18 00:00:00-04:00,435.5400085449219,441.0,414.9599914550781,436.3800048828125,4829,0.0,0.0
2013-06-19 00:00:00-04:00,433.8599853515625,455.70001220703125,433.0199890136719,440.1600036621094,6183,0.0,0.0
2013-06-20 00:00:00-04:00,431.760009765625,442.260009765625,431.3399963378906,440.5799865722656,1583,0.0,0.0
2013-06-21 00:00:00-04:00,443.5199890136719,446.4599914550781,437.2200012207031,437.2200012207031,3026,0.0,0.0
2013-06-24 00:00:00-04:00,433.44000244140625,436.79998779296875,404.0400085449219,433.8599853515625,2931,0.0,0.0
2013-06-25 00:00:00-04:00,438.05999755859375,443.94000244140625,418.739990234375,427.1400146484375,1462,0.0,0.0
2013-06-26 00:00:00-04:00,427.9800109863281,433.8599853515625,417.8999938964844,426.7200012207031,2229,0.0,0.0
2013-06-27 00:00:00-04:00,430.9200134277344,430.9200134277344,417.8999938964844,424.6199951171875,1962,0.0,0.0
2013-06-28 00:00:00-04:00,426.29998779296875,443.5199890136719,417.05999755859375,430.0799865722656,20143,0.0,0.0
2013-07-01 00:00:00-04:00,430.9200134277344,463.260009765625,429.239990234375,459.8999938964844,3560,0.0,0.0
2013-07-02 00:00:00-04:00,458.6400146484375,470.82000732421875,456.5400085449219,467.8800048828125,3233,0.0,0.0
2013-07-03 00:00:00-04:00,466.6199951171875,482.5799865722656,466.6199951171875,479.2200012207031,2188,0.0,0.0
2013-07-05 00:00:00-04:00,483.4200134277344,507.7799987792969,478.3800048828125,490.55999755859375,8071,0.0,0.0
