Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-05-10 00:00:00-04:00,192000000.0,192000000.0,192000000.0,192000000.0,0,0.0,0.0
2012-05-11 00:00:00-04:00,192000000.0,192000000.0,192000000.0,192000000.0,0,0.0,0.0
2012-05-14 00:00:00-04:00,192000000.0,192000000.0,192000000.0,192000000.0,0,0.0,0.0
2012-05-15 00:00:00-04:00,192000000.0,192000000.0,192000000.0,192000000.0,0,0.0,0.0
2012-05-16 00:00:00-04:00,168960000.0,168960000.0,168960000.0,168960000.0,0,0.0,0.0
2012-05-17 00:00:00-04:00,125440000.0,139520000.0,125440000.0,129280000.0,0,0.0,0.0
2012-05-18 00:00:00-04:00,129280000.0,129280000.0,129280000.0,129280000.0,0,0.0,0.0
2012-05-21 00:00:00-04:00,129280000.0,129280000.0,129280000.0,129280000.0,0,0.0,0.0
2012-05-22 00:00:00-04:00,129280000.0,129280000.0,129280000.0,129280000.0,0,0.0,0.0
2012-05-23 00:00:00-04:00,128000000.0,134400000.0,128000000.0,128000000.0,0,0.0,0.0
2012-05-24 00:00:00-04:00,128000000.0,128000000.0,128000000.0,128000000.0,0,0.0,0.0
2012-05-25 00:00:00-04:00,108800000.0,121600000.0,108800000.0,121600000.0,0,0.0,0.0
2012-05-29 00:00:00-04:00,121600000.0,121600000.0,121600000.0,121600000.0,0,0.0,0.0
2012-05-30 00:00:00-04:00,121600000.0,121600000.0,121600000.0,121600000.0,0,0.0,0.0
2012-05-31 00:00:00-04:00,121600000.0,121600000.0,121600000.0,121600000.0,0,0.0,0.0
2012-06-01 00:00:00-04:00,107520000.0,107520000.0,107520000.0,107520000.0,0,0.0,0.0
2012-06-04 00:00:00-04:00,107520000.0,107520000.0,107520000.0,107520000.0,0,0.0,0.0
2012-06-05 00:00:00-04:00,107520000.0,107520000.0,107520000.0,107520000.0,0,0.0,0.0
2012-06-06 00:00:00-04:00,108800000.0,108800000.0,108800000.0,108800000.0,0,0.0,0.0
2012-06-07 00:00:00-04:00,128000000.0,128000000.0,128000000.0,128000000.0,0,0.0,0.0
2012-06-08 00:00:00-04:00,134400000.0,134400000.0,121600000.0,121600000.0,0,0.0,0.0
2012-06-11 00:00:00-04:00,128000000.0,128000000.0,128000000.0,128000000.0,0,0.0,0.0
2012-06-12 00:00:00-04:00,128000000.0,128000000.0,128000000.0,128000000.0,0,0.0,0.0
2012-06-13 00:00:00-04:00,128000000.0,128000000.0,128000000.0,128000000.0,0,0.0,0.0
2012-06-14 00:00:00-04:00,128000000.0,128000000.0,128000000.0,128000000.0,0,0.0,0.0
2012-06-15 00:00:00-04:00,121600000.0,121600000.0,121600000.0,121600000.0,0,0.0,0.0
2012-06-18 00:00:00-04:00,121600000.0,121600000.0,121600000.0,121600000.0,0,0.0,0.0
2012-06-19 00:00:00-04:00,121600000.0,121600000.0,121600000.0,121600000.0,0,0.0,0.0
2012-06-20 00:00:00-04:00,106240000.0,106240000.0,106240000.0,106240000.0,0,0.0,0.0
2012-06-21 00:00:00-04:00,106240000.0,106240000.0,106240000.0,106240000.0,0,0.0,0.0
2012-06-22 00:00:00-04:00,106240000.0,106240000.0,106240000.0,106240000.0,0,0.0,0.0
2012-06-25 00:00:00-04:00,128000000.0,130560000.0,128000000.0,130560000.0,0,0.0,0.0
